region_id,site,n_pe,n_ctrl,beta_pe,beta_ctrl,delta,p,fdr,dir_site,pos,chr,type,symbol
20971,chr12_441840,10,8,,,,,,,441840,chr12,gene_body,CCDC77
20971,chr12_441841,1,0,,,,,,,441841,chr12,gene_body,CCDC77
20971,chr12_441880,9,7,,,,,,,441880,chr12,gene_body,CCDC77
20971,chr12_442061,0,1,,,,,,,442061,chr12,gene_body,CCDC77
20971,chr12_442134,3,3,,,,,,,442134,chr12,gene_body,CCDC77
21206,chr12_43758946,28,31,0.0625,0,0.0625,0.0899750838229416,1,hyper,43758946,chr12,gene_body,IRAK4
21206,chr12_43758947,29,31,0.0241789819376026,0.00815448537590787,0.0160244965616948,0.417695239639931,1,hyper,43758947,chr12,gene_body,IRAK4
21206,chr12_43758954,29,31,0.0206896551724138,0.00460829493087558,0.0160813602415382,0.966666666666667,1,hyper,43758954,chr12,gene_body,IRAK4
21206,chr12_43758955,29,31,0.0192528735632184,0.0137480798771121,0.00550479368610625,0.935325602140946,1,hyper,43758955,chr12,gene_body,IRAK4
21206,chr12_43758956,29,31,0.0374384236453202,0.0172043010752688,0.0202341225700514,0.624219446922391,1,hyper,43758956,chr12,gene_body,IRAK4
21206,chr12_43758957,29,31,0.0261494252873563,0.00738474848597207,0.0187646768013843,0.401899007920417,1,hyper,43758957,chr12,gene_body,IRAK4
21206,chr12_43758959,29,31,0.0206896551724138,0.00645161290322581,0.014238042269188,0.966666666666667,1,hyper,43758959,chr12,gene_body,IRAK4
21206,chr12_43758960,29,31,0.0261494252873563,0.00645161290322581,0.0196978123841305,0.259188224799286,1,hyper,43758960,chr12,gene_body,IRAK4
21206,chr12_43758971,29,31,0,0.0114601018675722,-0.0114601018675722,0.525423728813559,1,hypo,43758971,chr12,gene_body,IRAK4
21206,chr12_43758972,29,31,0.0230842911877395,0.019521249359959,0.00356304182778043,0.881448759556244,1,hyper,43758972,chr12,gene_body,IRAK4
21206,chr12_43758987,29,31,0.0586206896551724,0.00201612903225806,0.0566045606229144,0.213559322033898,1,hyper,43758987,chr12,gene_body,IRAK4
21206,chr12_43758988,29,31,0.0272988505747126,0.00248138957816377,0.0248174609965489,0.0974130240856377,1,hyper,43758988,chr12,gene_body,IRAK4
21206,chr12_43758990,29,31,0.00383141762452107,0.00998463901689708,-0.00615322139237601,0.525423728813559,1,hypo,43758990,chr12,gene_body,IRAK4
21206,chr12_43758991,6,1,,,,,,,43758991,chr12,gene_body,IRAK4
21206,chr12_43759004,1,3,,,,,,,43759004,chr12,gene_body,IRAK4
21206,chr12_43759005,4,1,,,,,,,43759005,chr12,gene_body,IRAK4
21206,chr12_43759006,1,3,,,,,,,43759006,chr12,gene_body,IRAK4
21206,chr12_43759007,4,1,,,,,,,43759007,chr12,gene_body,IRAK4
21206,chr12_43759010,2,3,,,,,,,43759010,chr12,gene_body,IRAK4
21206,chr12_43759011,2,0,,,,,,,43759011,chr12,gene_body,IRAK4
21206,chr12_43759030,15,20,0,0.025,-0.025,1,1,hypo,43759030,chr12,gene_body,IRAK4
21206,chr12_43759043,15,19,0,0,0,1,1,hypo,43759043,chr12,gene_body,IRAK4
21206,chr12_43759051,15,19,0,0,0,1,1,hypo,43759051,chr12,gene_body,IRAK4
21206,chr12_43759054,15,19,0.0111111111111111,0,0.0111111111111111,0.882352941176471,1,hyper,43759054,chr12,gene_body,IRAK4
21206,chr12_43759058,15,19,0.0444444444444444,0,0.0444444444444444,0.882352941176471,1,hyper,43759058,chr12,gene_body,IRAK4
21206,chr12_43759065,15,19,0.0333333333333333,0,0.0333333333333333,0.882352941176471,1,hyper,43759065,chr12,gene_body,IRAK4
21206,chr12_43759078,15,19,0,0,0,1,1,hypo,43759078,chr12,gene_body,IRAK4
21206,chr12_43759107,15,19,0,0,0,1,1,hypo,43759107,chr12,gene_body,IRAK4
21206,chr12_43759114,16,18,0,0.0277777777777778,-0.0277777777777778,1,1,hypo,43759114,chr12,gene_body,IRAK4
21206,chr12_43759119,16,18,0.00694444444444444,0,0.00694444444444444,0.941176470588235,1,hyper,43759119,chr12,gene_body,IRAK4
21206,chr12_43759138,16,18,0.03125,0,0.03125,0.941176470588235,1,hyper,43759138,chr12,gene_body,IRAK4
21206,chr12_43759187,2,0,,,,,,,43759187,chr12,gene_body,IRAK4
21206,chr12_43759210,2,0,,,,,,,43759210,chr12,gene_body,IRAK4
21206,chr12_43759211,3,0,,,,,,,43759211,chr12,gene_body,IRAK4
21206,chr12_43759226,7,14,,,,,,,43759226,chr12,gene_body,IRAK4
21206,chr12_43759229,7,14,,,,,,,43759229,chr12,gene_body,IRAK4
21206,chr12_43759262,7,14,,,,,,,43759262,chr12,gene_body,IRAK4
21206,chr12_43759283,7,14,,,,,,,43759283,chr12,gene_body,IRAK4
21206,chr12_43759289,7,14,,,,,,,43759289,chr12,gene_body,IRAK4
21206,chr12_43759326,0,1,,,,,,,43759326,chr12,gene_body,IRAK4
21206,chr12_43759334,0,1,,,,,,,43759334,chr12,gene_body,IRAK4
21206,chr12_43759340,0,1,,,,,,,43759340,chr12,gene_body,IRAK4
21206,chr12_43759403,1,0,,,,,,,43759403,chr12,gene_body,IRAK4
21206,chr12_43759404,14,9,,,,,,,43759404,chr12,gene_body,IRAK4
21206,chr12_43759414,1,0,,,,,,,43759414,chr12,gene_body,IRAK4
21206,chr12_43759415,15,9,,,,,,,43759415,chr12,gene_body,IRAK4
21206,chr12_43759429,1,0,,,,,,,43759429,chr12,gene_body,IRAK4
21206,chr12_43759430,15,9,,,,,,,43759430,chr12,gene_body,IRAK4
21206,chr12_43759440,1,0,,,,,,,43759440,chr12,gene_body,IRAK4
21206,chr12_43759441,14,10,0.0357142857142857,0,0.0357142857142857,1,1,hyper,43759441,chr12,gene_body,IRAK4
21206,chr12_43759452,2,0,,,,,,,43759452,chr12,gene_body,IRAK4
21206,chr12_43759453,2,1,,,,,,,43759453,chr12,gene_body,IRAK4
21206,chr12_43759488,13,15,0.0769230769230769,0.0166666666666667,0.0602564102564103,0.928571428571428,1,hyper,43759488,chr12,gene_body,IRAK4
21206,chr12_43759489,1,0,,,,,,,43759489,chr12,gene_body,IRAK4
21206,chr12_43759515,7,13,,,,,,,43759515,chr12,gene_body,IRAK4
21206,chr12_43759516,0,1,,,,,,,43759516,chr12,gene_body,IRAK4
21206,chr12_43759667,5,5,,,,,,,43759667,chr12,gene_body,IRAK4
21206,chr12_43759737,5,6,,,,,,,43759737,chr12,gene_body,IRAK4
21206,chr12_43759741,5,6,,,,,,,43759741,chr12,gene_body,IRAK4
21206,chr12_43759745,5,6,,,,,,,43759745,chr12,gene_body,IRAK4
21206,chr12_43759782,0,1,,,,,,,43759782,chr12,gene_body,IRAK4
21206,chr12_43759816,0,1,,,,,,,43759816,chr12,gene_body,IRAK4
21206,chr12_43759822,0,1,,,,,,,43759822,chr12,gene_body,IRAK4
21206,chr12_43759967,0,1,,,,,,,43759967,chr12,gene_body,IRAK4
21206,chr12_43762584,1,1,,,,,,,43762584,chr12,gene_body,IRAK4
21206,chr12_43765669,0,1,,,,,,,43765669,chr12,gene_body,IRAK4
21206,chr12_43769937,1,0,,,,,,,43769937,chr12,gene_body,IRAK4
21206,chr12_43774276,0,1,,,,,,,43774276,chr12,gene_body,IRAK4
21206,chr12_43774314,0,1,,,,,,,43774314,chr12,gene_body,IRAK4
21206,chr12_43774348,0,2,,,,,,,43774348,chr12,gene_body,IRAK4
21206,chr12_43774370,0,2,,,,,,,43774370,chr12,gene_body,IRAK4
21206,chr12_43774390,0,2,,,,,,,43774390,chr12,gene_body,IRAK4
21206,chr12_43775041,0,2,,,,,,,43775041,chr12,gene_body,IRAK4
21206,chr12_43775066,0,2,,,,,,,43775066,chr12,gene_body,IRAK4
21206,chr12_43775347,2,1,,,,,,,43775347,chr12,gene_body,IRAK4
21206,chr12_43775390,2,1,,,,,,,43775390,chr12,gene_body,IRAK4
21206,chr12_43775433,1,0,,,,,,,43775433,chr12,gene_body,IRAK4
21206,chr12_43775945,0,2,,,,,,,43775945,chr12,gene_body,IRAK4
21206,chr12_43775967,1,0,,,,,,,43775967,chr12,gene_body,IRAK4
21206,chr12_43775968,0,2,,,,,,,43775968,chr12,gene_body,IRAK4
21206,chr12_43775982,2,0,,,,,,,43775982,chr12,gene_body,IRAK4
21206,chr12_43775983,0,2,,,,,,,43775983,chr12,gene_body,IRAK4
21206,chr12_43775993,2,0,,,,,,,43775993,chr12,gene_body,IRAK4
21206,chr12_43775994,0,3,,,,,,,43775994,chr12,gene_body,IRAK4
21206,chr12_43776026,2,0,,,,,,,43776026,chr12,gene_body,IRAK4
21206,chr12_43776027,0,3,,,,,,,43776027,chr12,gene_body,IRAK4
21206,chr12_43776030,2,0,,,,,,,43776030,chr12,gene_body,IRAK4
21206,chr12_43776031,0,3,,,,,,,43776031,chr12,gene_body,IRAK4
21206,chr12_43776042,5,0,,,,,,,43776042,chr12,gene_body,IRAK4
21206,chr12_43776043,0,2,,,,,,,43776043,chr12,gene_body,IRAK4
21206,chr12_43776075,22,27,0.977855477855478,0.957407407407407,0.0204480704480705,0.631359851988899,1,hyper,43776075,chr12,gene_body,IRAK4
21206,chr12_43776076,21,24,0.993197278911565,0.935763888888889,0.0574333900226758,0.142635658914729,1,hyper,43776076,chr12,gene_body,IRAK4
21206,chr12_43776088,22,27,0.945454545454546,0.872222222222222,0.0732323232323232,0.250215751838952,1,hyper,43776088,chr12,gene_body,IRAK4
21206,chr12_43776089,21,24,0.997023809523809,0.859490740740741,0.137533068783069,0.00295093295660509,0.3965398130798,hyper,43776089,chr12,gene_body,IRAK4
21206,chr12_43776114,22,27,0.973484848484848,0.951851851851852,0.0216329966329967,0.940597330514074,1,hyper,43776114,chr12,gene_body,IRAK4
21206,chr12_43776115,21,24,0.991071428571429,0.927083333333333,0.0639880952380952,0.504443183966723,1,hyper,43776115,chr12,gene_body,IRAK4
21206,chr12_43776117,22,27,0.973484848484848,1,-0.0265151515151515,0.392857142857143,1,hypo,43776117,chr12,gene_body,IRAK4
21206,chr12_43776118,21,23,0.997023809523809,0.978260869565217,0.0187629399585921,1,1,hyper,43776118,chr12,gene_body,IRAK4
21206,chr12_43776133,23,27,0.985507246376812,0.898484848484848,0.0870223978919632,0.0762049500651325,1,hyper,43776133,chr12,gene_body,IRAK4
21206,chr12_43776134,21,23,0.993197278911565,0.868840579710145,0.12435669920142,0.0286007242898905,1,hyper,43776134,chr12,gene_body,IRAK4
21206,chr12_43776149,2,0,,,,,,,43776149,chr12,gene_body,IRAK4
21206,chr12_43776150,21,23,0.993197278911565,0.996376811594203,-0.00317953268263826,0.954545454545455,1,hypo,43776150,chr12,gene_body,IRAK4
21206,chr12_43776161,1,0,,,,,,,43776161,chr12,gene_body,IRAK4
21206,chr12_43776162,21,23,1,0.989130434782609,0.0108695652173914,1,1,hyper,43776162,chr12,gene_body,IRAK4
21206,chr12_43776165,1,0,,,,,,,43776165,chr12,gene_body,IRAK4
21206,chr12_43776166,2,2,,,,,,,43776166,chr12,gene_body,IRAK4
21206,chr12_43776253,0,1,,,,,,,43776253,chr12,gene_body,IRAK4
21206,chr12_43779218,1,0,,,,,,,43779218,chr12,gene_body,IRAK4
21206,chr12_43779419,1,0,,,,,,,43779419,chr12,gene_body,IRAK4
21206,chr12_43780626,2,1,,,,,,,43780626,chr12,gene_body,IRAK4
21206,chr12_43780627,0,1,,,,,,,43780627,chr12,gene_body,IRAK4
21206,chr12_43780632,2,1,,,,,,,43780632,chr12,gene_body,IRAK4
21206,chr12_43780633,0,1,,,,,,,43780633,chr12,gene_body,IRAK4
21206,chr12_43780634,2,1,,,,,,,43780634,chr12,gene_body,IRAK4
21206,chr12_43780635,0,1,,,,,,,43780635,chr12,gene_body,IRAK4
21206,chr12_43780654,2,1,,,,,,,43780654,chr12,gene_body,IRAK4
21206,chr12_43780655,0,1,,,,,,,43780655,chr12,gene_body,IRAK4
21206,chr12_43780657,2,1,,,,,,,43780657,chr12,gene_body,IRAK4
21206,chr12_43780658,0,1,,,,,,,43780658,chr12,gene_body,IRAK4
21206,chr12_43780664,1,0,,,,,,,43780664,chr12,gene_body,IRAK4
21206,chr12_43780681,3,1,,,,,,,43780681,chr12,gene_body,IRAK4
21206,chr12_43780728,3,1,,,,,,,43780728,chr12,gene_body,IRAK4
21206,chr12_43781267,1,0,,,,,,,43781267,chr12,gene_body,IRAK4
21206,chr12_43782875,1,0,,,,,,,43782875,chr12,gene_body,IRAK4
21206,chr12_43782906,2,0,,,,,,,43782906,chr12,gene_body,IRAK4
21206,chr12_43782907,1,0,,,,,,,43782907,chr12,gene_body,IRAK4
21206,chr12_43783538,1,0,,,,,,,43783538,chr12,gene_body,IRAK4
21206,chr12_43783539,1,0,,,,,,,43783539,chr12,gene_body,IRAK4
21206,chr12_43783547,1,0,,,,,,,43783547,chr12,gene_body,IRAK4
21206,chr12_43783600,1,0,,,,,,,43783600,chr12,gene_body,IRAK4
21206,chr12_43783848,1,0,,,,,,,43783848,chr12,gene_body,IRAK4
21206,chr12_43783849,2,2,,,,,,,43783849,chr12,gene_body,IRAK4
21206,chr12_43786095,0,1,,,,,,,43786095,chr12,gene_body,IRAK4
21206,chr12_43786103,0,1,,,,,,,43786103,chr12,gene_body,IRAK4
21206,chr12_43787823,0,1,,,,,,,43787823,chr12,gene_body,IRAK4
21206,chr12_43787860,1,0,,,,,,,43787860,chr12,gene_body,IRAK4
21206,chr12_43787861,1,0,,,,,,,43787861,chr12,gene_body,IRAK4
21206,chr12_43787885,2,0,,,,,,,43787885,chr12,gene_body,IRAK4
21206,chr12_43787886,1,0,,,,,,,43787886,chr12,gene_body,IRAK4
21206,chr12_43787913,2,0,,,,,,,43787913,chr12,gene_body,IRAK4
21206,chr12_43787914,1,0,,,,,,,43787914,chr12,gene_body,IRAK4
21206,chr12_43787917,2,0,,,,,,,43787917,chr12,gene_body,IRAK4
21206,chr12_43788641,2,3,,,,,,,43788641,chr12,gene_body,IRAK4
21206,chr12_43788689,0,2,,,,,,,43788689,chr12,gene_body,IRAK4
21206,chr12_43788980,1,0,,,,,,,43788980,chr12,gene_body,IRAK4
21206,chr12_43791725,2,0,,,,,,,43791725,chr12,gene_body,IRAK4
21206,chr12_43792157,0,1,,,,,,,43792157,chr12,gene_body,IRAK4
21206,chr12_43792174,3,3,,,,,,,43792174,chr12,gene_body,IRAK4
21206,chr12_43792175,0,1,,,,,,,43792175,chr12,gene_body,IRAK4
21206,chr12_43792183,3,3,,,,,,,43792183,chr12,gene_body,IRAK4
21206,chr12_43792184,0,1,,,,,,,43792184,chr12,gene_body,IRAK4
21206,chr12_43792601,3,0,,,,,,,43792601,chr12,gene_body,IRAK4
21206,chr12_43792617,3,0,,,,,,,43792617,chr12,gene_body,IRAK4
21206,chr12_43792695,1,0,,,,,,,43792695,chr12,gene_body,IRAK4
21206,chr12_43792703,1,0,,,,,,,43792703,chr12,gene_body,IRAK4
21206,chr12_43792729,1,0,,,,,,,43792729,chr12,gene_body,IRAK4
21206,chr12_43793054,1,0,,,,,,,43793054,chr12,gene_body,IRAK4
21206,chr12_43793062,1,0,,,,,,,43793062,chr12,gene_body,IRAK4
21206,chr12_43793079,2,1,,,,,,,43793079,chr12,gene_body,IRAK4
21206,chr12_43793091,1,2,,,,,,,43793091,chr12,gene_body,IRAK4
21206,chr12_43793092,2,2,,,,,,,43793092,chr12,gene_body,IRAK4
21206,chr12_43793093,1,2,,,,,,,43793093,chr12,gene_body,IRAK4
21206,chr12_43793094,3,2,,,,,,,43793094,chr12,gene_body,IRAK4
21206,chr12_43793135,1,3,,,,,,,43793135,chr12,gene_body,IRAK4
21206,chr12_43793136,3,3,,,,,,,43793136,chr12,gene_body,IRAK4
21206,chr12_43793147,4,3,,,,,,,43793147,chr12,gene_body,IRAK4
21206,chr12_43793176,30,29,0.859558404558405,0.912999452654625,-0.0534410480962205,0.102570269468145,1,hypo,43793176,chr12,gene_body,IRAK4
21206,chr12_43793177,30,29,0.871600529100529,0.891461412151067,-0.0198608830505382,0.511442897324258,1,hypo,43793177,chr12,gene_body,IRAK4
21206,chr12_43793207,30,29,0.887721815221815,0.944896004378763,-0.0571741891569477,0.15580631387812,1,hypo,43793207,chr12,gene_body,IRAK4
21206,chr12_43793208,30,29,0.896402116402116,0.896387520525452,1.4595876664858e-05,0.727959249932526,1,hyper,43793208,chr12,gene_body,IRAK4
21206,chr12_43793222,30,29,0.929907407407407,0.970073891625616,-0.0401664842182083,0.545944280675044,1,hypo,43793222,chr12,gene_body,IRAK4
21206,chr12_43793223,30,29,0.92973544973545,0.954269293924466,-0.0245338441890166,0.235806733828894,1,hypo,43793223,chr12,gene_body,IRAK4
21206,chr12_43793227,30,29,0.812033984533985,0.883497536945813,-0.0714635524118282,0.117255906698503,1,hypo,43793227,chr12,gene_body,IRAK4
21206,chr12_43793228,30,29,0.873361180729602,0.896387520525452,-0.0230263397958498,0.851063410669846,1,hypo,43793228,chr12,gene_body,IRAK4
21206,chr12_43793255,0,1,,,,,,,43793255,chr12,gene_body,IRAK4
21206,chr12_43793256,30,29,0.912275132275132,0.909113300492611,0.00316183178252139,0.908192782916053,1,hyper,43793256,chr12,gene_body,IRAK4
21206,chr12_43793265,0,1,,,,,,,43793265,chr12,gene_body,IRAK4
21206,chr12_43793266,30,29,0.895075884154832,0.892077175697865,0.00299870845696615,0.906817881269065,1,hyper,43793266,chr12,gene_body,IRAK4
21206,chr12_43793271,0,1,,,,,,,43793271,chr12,gene_body,IRAK4
21206,chr12_43793272,2,0,,,,,,,43793272,chr12,gene_body,IRAK4
21206,chr12_43793279,1,1,,,,,,,43793279,chr12,gene_body,IRAK4
21206,chr12_43795341,1,0,,,,,,,43795341,chr12,gene_body,IRAK4
21206,chr12_43797974,0,1,,,,,,,43797974,chr12,gene_body,IRAK4
21412,chr12_59596029,0,1,,,,,,,59596029,chr12,gene_body,SLC16A7
21412,chr12_59596036,8,11,,,,,,,59596036,chr12,gene_body,SLC16A7
21412,chr12_59596037,0,1,,,,,,,59596037,chr12,gene_body,SLC16A7
21412,chr12_59596050,8,11,,,,,,,59596050,chr12,gene_body,SLC16A7
21412,chr12_59596061,8,11,,,,,,,59596061,chr12,gene_body,SLC16A7
21412,chr12_59596063,8,11,,,,,,,59596063,chr12,gene_body,SLC16A7
21412,chr12_59596076,8,11,,,,,,,59596076,chr12,gene_body,SLC16A7
21412,chr12_59596082,8,12,,,,,,,59596082,chr12,gene_body,SLC16A7
21412,chr12_59596094,9,12,,,,,,,59596094,chr12,gene_body,SLC16A7
21412,chr12_59596106,9,10,,,,,,,59596106,chr12,gene_body,SLC16A7
21412,chr12_59596110,2,0,,,,,,,59596110,chr12,gene_body,SLC16A7
21412,chr12_59596118,2,0,,,,,,,59596118,chr12,gene_body,SLC16A7
21412,chr12_59596288,3,2,,,,,,,59596288,chr12,gene_body,SLC16A7
21412,chr12_59596303,14,19,0,0,0,1,1,hypo,59596303,chr12,gene_body,SLC16A7
21412,chr12_59596311,14,19,0.0102040816326531,0,0.0102040816326531,0.848484848484848,1,hyper,59596311,chr12,gene_body,SLC16A7
21412,chr12_59596317,14,19,0.0816326530612245,0,0.0816326530612245,0.34469696969697,1,hyper,59596317,chr12,gene_body,SLC16A7
21412,chr12_59596322,14,19,0,0,0,1,1,hypo,59596322,chr12,gene_body,SLC16A7
21412,chr12_59596331,14,19,0,0,0,1,1,hypo,59596331,chr12,gene_body,SLC16A7
21412,chr12_59596333,14,19,0,0,0,1,1,hypo,59596333,chr12,gene_body,SLC16A7
21412,chr12_59596339,14,19,0,0,0,1,1,hypo,59596339,chr12,gene_body,SLC16A7
21412,chr12_59596343,14,19,0,0,0,1,1,hypo,59596343,chr12,gene_body,SLC16A7
21412,chr12_59596345,14,19,0,0,0,1,1,hypo,59596345,chr12,gene_body,SLC16A7
21412,chr12_59596378,14,19,0,0,0,1,1,hypo,59596378,chr12,gene_body,SLC16A7
21412,chr12_59596386,14,19,0,0.0175438596491228,-0.0175438596491228,1,1,hypo,59596386,chr12,gene_body,SLC16A7
21412,chr12_59596387,17,20,0.0235294117647059,0,0.0235294117647059,0.918918918918919,1,hyper,59596387,chr12,gene_body,SLC16A7
21412,chr12_59596402,17,20,0.0588235294117647,0,0.0588235294117647,0.918918918918919,1,hyper,59596402,chr12,gene_body,SLC16A7
21412,chr12_59596429,17,20,0,0.01,-0.01,1,1,hypo,59596429,chr12,gene_body,SLC16A7
21412,chr12_59596434,17,20,0,0,0,1,1,hypo,59596434,chr12,gene_body,SLC16A7
21412,chr12_59596438,17,20,0,0,0,1,1,hypo,59596438,chr12,gene_body,SLC16A7
21412,chr12_59596440,17,20,0.0823529411764706,0,0.0823529411764706,0.408408408408408,1,hyper,59596440,chr12,gene_body,SLC16A7
21412,chr12_59596453,17,20,0,0.05,-0.05,1,1,hypo,59596453,chr12,gene_body,SLC16A7
21412,chr12_59596455,17,20,0,0,0,1,1,hypo,59596455,chr12,gene_body,SLC16A7
21412,chr12_59596467,17,20,0,0.01,-0.01,1,1,hypo,59596467,chr12,gene_body,SLC16A7
21412,chr12_59596469,17,20,0.0588235294117647,0.01,0.0488235294117647,0.918918918918919,1,hyper,59596469,chr12,gene_body,SLC16A7
21412,chr12_59596472,17,20,0,0.035,-0.035,0.570570570570571,1,hypo,59596472,chr12,gene_body,SLC16A7
21412,chr12_59596482,3,0,,,,,,,59596482,chr12,gene_body,SLC16A7
21412,chr12_59596483,3,0,,,,,,,59596483,chr12,gene_body,SLC16A7
21412,chr12_59596497,17,20,0,0,0,1,1,hypo,59596497,chr12,gene_body,SLC16A7
21412,chr12_59596499,17,20,0.0588235294117647,0,0.0588235294117647,0.918918918918919,1,hyper,59596499,chr12,gene_body,SLC16A7
21412,chr12_59596501,17,20,0.0588235294117647,0,0.0588235294117647,0.918918918918919,1,hyper,59596501,chr12,gene_body,SLC16A7
21412,chr12_59596520,16,20,0,0,0,1,1,hypo,59596520,chr12,gene_body,SLC16A7
21412,chr12_59596525,16,20,0,0,0,1,1,hypo,59596525,chr12,gene_body,SLC16A7
21412,chr12_59596527,16,20,0,0,0,1,1,hypo,59596527,chr12,gene_body,SLC16A7
21412,chr12_59596535,16,20,0,0,0,1,1,hypo,59596535,chr12,gene_body,SLC16A7
21412,chr12_59596552,16,20,0,0.00714285714285714,-0.00714285714285714,1,1,hypo,59596552,chr12,gene_body,SLC16A7
21412,chr12_59596558,16,20,0,0,0,1,1,hypo,59596558,chr12,gene_body,SLC16A7
21412,chr12_59596570,17,20,0,0.05,-0.05,1,1,hypo,59596570,chr12,gene_body,SLC16A7
21412,chr12_59596580,17,20,0,0.00714285714285714,-0.00714285714285714,1,1,hypo,59596580,chr12,gene_body,SLC16A7
21412,chr12_59596581,15,24,0,0.0416666666666667,-0.0416666666666667,1,1,hypo,59596581,chr12,gene_body,SLC16A7
21412,chr12_59596585,1,0,,,,,,,59596585,chr12,gene_body,SLC16A7
21412,chr12_59596586,15,24,0,0.0416666666666667,-0.0416666666666667,1,1,hypo,59596586,chr12,gene_body,SLC16A7
21412,chr12_59596587,1,0,,,,,,,59596587,chr12,gene_body,SLC16A7
21412,chr12_59596588,15,24,0.0222222222222222,0.0416666666666667,-0.0194444444444444,1,1,hypo,59596588,chr12,gene_body,SLC16A7
21412,chr12_59596613,0,1,,,,,,,59596613,chr12,gene_body,SLC16A7
21412,chr12_59596614,16,24,0,0.0416666666666667,-0.0416666666666667,1,1,hypo,59596614,chr12,gene_body,SLC16A7
21412,chr12_59596621,0,1,,,,,,,59596621,chr12,gene_body,SLC16A7
21412,chr12_59596622,16,24,0,0.0462962962962963,-0.0462962962962963,0.707692307692308,1,hypo,59596622,chr12,gene_body,SLC16A7
21412,chr12_59596639,0,1,,,,,,,59596639,chr12,gene_body,SLC16A7
21412,chr12_59596640,16,24,0,0,0,1,1,hypo,59596640,chr12,gene_body,SLC16A7
21412,chr12_59596642,0,1,,,,,,,59596642,chr12,gene_body,SLC16A7
21412,chr12_59596643,16,24,0,0.00462962962962963,-0.00462962962962963,1,1,hypo,59596643,chr12,gene_body,SLC16A7
21412,chr12_59596655,0,1,,,,,,,59596655,chr12,gene_body,SLC16A7
21412,chr12_59596656,16,24,0.125,0,0.125,0.307692307692308,1,hyper,59596656,chr12,gene_body,SLC16A7
21412,chr12_59596657,0,1,,,,,,,59596657,chr12,gene_body,SLC16A7
21412,chr12_59596658,16,24,0.0625,0.0416666666666667,0.0208333333333333,1,1,hyper,59596658,chr12,gene_body,SLC16A7
21412,chr12_59596662,0,1,,,,,,,59596662,chr12,gene_body,SLC16A7
21412,chr12_59596663,16,24,0.0625,0.00462962962962963,0.0578703703703704,0.8,1,hyper,59596663,chr12,gene_body,SLC16A7
21412,chr12_59596672,3,1,,,,,,,59596672,chr12,gene_body,SLC16A7
21412,chr12_59596673,3,0,,,,,,,59596673,chr12,gene_body,SLC16A7
21412,chr12_59596679,30,31,0.0211111111111111,0.0172043010752688,0.00390681003584229,0.974993053626007,1,hyper,59596679,chr12,gene_body,SLC16A7
21412,chr12_59596696,30,31,0.00333333333333333,0.010752688172043,-0.00741935483870968,1,1,hypo,59596696,chr12,gene_body,SLC16A7
21412,chr12_59596710,30,31,0.0168452380952381,0.015668202764977,0.00117703533026113,1,1,hyper,59596710,chr12,gene_body,SLC16A7
21412,chr12_59596711,17,21,0.0235294117647059,0,0.0235294117647059,0.894736842105263,1,hyper,59596711,chr12,gene_body,SLC16A7
21412,chr12_59596725,30,31,0.01,0,0.01,0.983606557377049,1,hyper,59596725,chr12,gene_body,SLC16A7
21412,chr12_59596726,19,22,0.0131578947368421,0,0.0131578947368421,0.926829268292683,1,hyper,59596726,chr12,gene_body,SLC16A7
21412,chr12_59596749,30,31,0.00875,0.0161290322580645,-0.00737903225806452,0.974993053626007,1,hypo,59596749,chr12,gene_body,SLC16A7
21412,chr12_59596750,19,22,0.0526315789473684,0.0151515151515152,0.0374800637958533,0.926829268292683,1,hyper,59596750,chr12,gene_body,SLC16A7
21412,chr12_59596802,19,22,0,0.0151515151515152,-0.0151515151515152,1,1,hypo,59596802,chr12,gene_body,SLC16A7
21412,chr12_59596809,3,0,,,,,,,59596809,chr12,gene_body,SLC16A7
21412,chr12_59596810,3,0,,,,,,,59596810,chr12,gene_body,SLC16A7
21412,chr12_59596890,15,23,0,0.0434782608695652,-0.0434782608695652,1,1,hypo,59596890,chr12,gene_body,SLC16A7
21412,chr12_59596894,15,23,0,0,0,1,1,hypo,59596894,chr12,gene_body,SLC16A7
21412,chr12_59596913,1,0,,,,,,,59596913,chr12,gene_body,SLC16A7
21412,chr12_59596993,1,1,,,,,,,59596993,chr12,gene_body,SLC16A7
21412,chr12_59596994,15,18,0.0833333333333333,0.0277777777777778,0.0555555555555556,0.62866568914956,1,hyper,59596994,chr12,gene_body,SLC16A7
21412,chr12_59597002,2,1,,,,,,,59597002,chr12,gene_body,SLC16A7
21412,chr12_59597003,5,0,,,,,,,59597003,chr12,gene_body,SLC16A7
21412,chr12_59597013,8,12,,,,,,,59597013,chr12,gene_body,SLC16A7
21412,chr12_59597014,1,0,,,,,,,59597014,chr12,gene_body,SLC16A7
21412,chr12_59597025,8,12,,,,,,,59597025,chr12,gene_body,SLC16A7
21412,chr12_59597031,8,12,,,,,,,59597031,chr12,gene_body,SLC16A7
21412,chr12_59597037,8,12,,,,,,,59597037,chr12,gene_body,SLC16A7
21412,chr12_59597041,8,12,,,,,,,59597041,chr12,gene_body,SLC16A7
21412,chr12_59597061,7,11,,,,,,,59597061,chr12,gene_body,SLC16A7
21412,chr12_59597073,7,11,,,,,,,59597073,chr12,gene_body,SLC16A7
21412,chr12_59597074,16,20,0,0,0,1,1,hypo,59597074,chr12,gene_body,SLC16A7
